bathrooms,bedrooms,condition,floors,grade,price,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated_bool,zipcode
1.0,3,3,1.0,7,205000.0,1050,0,1050,1340,8498,8498,0,0,1958,0,98031
2.5,5,3,1.0,8,379000.0,2803,0,2803,1810,8550,8550,0,0,1963,1,98003
2.0,3,4,2.0,8,424240.0,2080,0,2080,2230,12094,12204,0,0,1982,0,98052
2.0,3,4,2.0,8,589950.0,2080,0,2080,2230,12094,12204,0,0,1982,0,98052
1.75,4,3,1.0,7,582000.0,1190,930,2120,2070,4650,6487,1,0,1951,0,98117
2.5,3,3,2.0,9,349000.0,2550,0,2550,2410,7709,9250,0,0,1989,0,98023
1.0,3,4,1.0,7,658000.0,1290,0,1290,1930,12005,8000,0,0,1966,0,98033
2.75,5,4,1.5,7,294000.0,1060,730,1790,1400,5000,5000,0,0,1915,0,98106
3.5,5,3,2.0,8,690000.0,1860,860,2720,2430,7598,7728,0,0,1993,0,98115
1.0,3,3,1.5,7,600000.0,1040,0,1040,1440,5000,4400,2,0,1912,0,98107
1.0,3,3,1.0,6,199990.0,840,0,840,870,5200,5200,0,0,1969,1,98042
1.75,3,3,1.0,7,220000.0,1650,0,1650,1400,8850,8800,0,0,1959,0,98188
2.25,4,3,1.0,8,440000.0,1460,620,2080,1960,15750,10500,0,0,1976,0,98034
2.5,4,3,2.0,8,439990.0,1540,0,1540,1540,1994,1689,0,0,2014,0,98029
2.5,4,3,2.0,10,815000.0,3880,0,3880,3280,7208,7221,0,0,2006,0,98075
2.25,4,3,2.0,8,535000.0,1860,0,1860,1860,3766,4169,0,0,1995,0,98029
1.75,3,4,1.0,7,215000.0,1280,0,1280,1670,10016,9764,0,0,1975,0,98003
2.5,3,3,1.5,8,605000.0,2100,1100,3200,2690,35012,35100,0,0,1965,0,98027
2.5,3,3,2.0,8,349900.0,2200,0,2200,2190,7278,8580,0,0,1990,0,98058
1.0,3,4,1.0,7,495000.0,1070,500,1570,1770,5510,6380,0,0,1940,0,98115
2.5,3,3,2.0,8,515100.0,2074,0,2074,1840,4900,7382,0,0,1997,0,98034
2.5,4,3,2.0,9,620000.0,2450,0,2450,2730,55387,38827,0,0,1994,0,98053
2.25,4,3,2.0,9,657500.0,2520,0,2520,2848,10370,12682,0,0,1980,0,98074
1.75,5,3,1.0,7,250000.0,1190,1000,2190,2570,8250,8250,2,0,1963,0,98055
1.75,5,3,1.0,7,385000.0,1190,1000,2190,2570,8250,8250,2,0,1963,0,98055
1.5,3,3,1.0,7,307000.0,2320,0,2320,1480,7500,10000,0,0,1976,0,98019
2.5,3,3,1.0,7,288000.0,1090,280,1370,1470,9253,9253,0,0,1994,0,98042
1.75,3,4,1.5,6,226450.0,1730,0,1730,860,7200,7200,0,0,1944,0,98032
2.5,3,3,1.0,7,390000.0,1110,530,1640,1860,6991,7342,0,0,1967,0,98125
1.0,3,4,1.0,6,350000.0,1300,0,1300,1380,10236,11325,0,0,1971,0,98045
1.5,3,3,1.0,7,368000.0,1060,500,1560,1820,7884,9000,0,0,1969,0,98125
1.0,2,3,1.0,6,469000.0,730,390,1120,2050,4284,4160,0,0,1921,0,98105
2.25,3,3,2.0,9,865000.0,2670,0,2670,3080,150270,81054,0,0,1985,0,98072
2.5,5,5,1.5,8,515000.0,3810,0,3810,2470,15916,11662,0,0,1967,0,98058
1.75,3,4,1.0,7,410000.0,1440,0,1440,1460,8560,7560,0,0,1979,0,98034
1.0,4,3,1.0,5,210000.0,1200,0,1200,1400,43560,54450,0,0,1968,0,98042
1.75,3,3,1.0,7,460000.0,820,700,1520,1420,7700,7674,0,0,1969,0,98034
2.5,4,3,1.0,8,241500.0,1830,670,2500,2500,9654,8839,0,0,1979,0,98023
2.25,4,4,2.0,8,322200.0,2010,0,2010,1950,19000,19626,0,0,1975,0,98042
1.0,4,3,1.5,7,279000.0,1210,0,1210,1470,6000,6000,2,0,1943,0,98178
1.0,2,4,1.0,6,303000.0,1100,0,1100,1746,27007,91476,0,0,1943,0,98070
1.5,3,4,1.0,6,420000.0,800,250,1050,1530,6615,5250,0,0,1950,0,98199
1.75,3,3,1.0,7,249000.0,1380,740,2120,2050,18335,18333,0,0,1961,0,98188
1.0,3,3,1.0,6,294950.0,1240,0,1240,1250,8840,8840,0,0,1952,0,98125
3.5,4,3,2.0,10,1315000.0,2560,900,3460,1860,3997,4000,0,0,2004,0,98103
1.75,3,3,1.0,7,335000.0,1270,0,1270,1490,4800,4800,0,0,1953,0,98117
2.25,4,4,1.5,10,1155000.0,2020,960,2980,2760,8051,5499,2,0,1935,0,98199
1.0,2,3,1.5,7,520000.0,1250,0,1250,1430,3708,3708,0,0,1926,0,98117
1.75,4,4,1.0,8,560000.0,1740,0,1740,2180,8800,8436,0,0,1965,0,98007
1.5,4,4,2.0,7,243400.0,1730,0,1730,1370,7464,7860,0,0,1959,0,98032
2.0,3,3,1.0,7,405000.0,1240,0,1240,1350,14404,9990,0,0,1988,0,98053
1.0,2,5,1.5,7,495000.0,1670,0,1670,1800,14695,11355,0,0,1930,0,98033
2.5,4,3,2.0,8,350000.0,2140,0,2140,1600,7095,7182,0,0,1992,0,98038
2.75,5,3,1.0,7,368500.0,1520,1010,2530,2400,7601,7776,0,0,1992,0,98188
1.0,2,2,1.0,6,99000.0,960,0,960,1260,8236,8236,0,0,1948,0,98058
3.75,4,3,2.0,11,1070000.0,4130,0,4130,3690,12320,11227,0,0,2001,0,98059
1.75,4,3,1.0,8,430000.0,1710,0,1710,1940,7724,7724,0,0,1983,0,98155
1.5,3,4,1.0,7,412500.0,1490,0,1490,1490,8475,8540,0,0,1963,0,98052
3.25,4,3,2.0,11,1122500.0,4750,0,4750,3300,62365,31866,0,0,1988,0,98052
2.5,4,4,2.0,11,915000.0,3400,0,3400,2880,35062,9705,0,0,1988,0,98052
2.5,3,3,2.0,8,535000.0,2210,0,2210,1920,7620,7440,0,0,1994,0,98052
1.5,3,4,1.0,8,390000.0,1130,520,1650,1400,8676,8499,0,0,1979,0,98133
1.5,3,4,1.0,7,499000.0,780,480,1260,1540,3135,3025,0,0,1944,0,98107
1.0,3,4,1.0,7,375000.0,1260,700,1960,1850,7955,8219,0,0,1963,0,98177
2.5,4,3,2.0,8,349000.0,1800,0,1800,1800,7620,6879,0,0,1995,0,98055
2.25,3,4,1.0,7,635000.0,1240,700,1940,2340,7482,9310,0,0,1964,0,98004
2.75,4,3,2.0,9,682000.0,2820,0,2820,2820,8009,7398,0,0,2001,0,98075
2.25,4,4,1.0,8,321027.0,1920,900,2820,2320,16770,13850,0,0,1966,0,98023
1.0,2,5,1.0,5,150000.0,720,0,720,940,4120,6180,0,0,1915,0,98002
1.75,3,3,1.0,7,410000.0,1110,530,1640,1420,17583,11680,0,0,1969,0,98034
2.0,3,3,2.0,7,449950.0,1560,0,1560,1900,4080,4080,0,0,1923,1,98115
2.5,6,3,1.0,6,194990.0,1060,500,1560,1300,7144,6232,0,0,1913,0,98118
1.75,4,3,1.0,7,475000.0,1210,700,1910,2210,8775,8778,0,0,1956,0,98028
1.75,5,4,2.0,7,530000.0,1570,0,1570,1610,3000,3000,0,0,1908,0,98105
2.5,4,3,2.0,8,319950.0,2038,0,2038,2634,7643,6824,0,0,2011,0,98092
2.25,3,4,1.0,7,210000.0,1220,500,1720,1690,9435,7215,0,0,1978,0,98023
2.75,3,4,1.5,7,485000.0,1670,0,1670,1370,3330,5000,0,0,1925,0,98107
2.75,4,4,2.0,9,774000.0,2830,0,2830,3490,10240,10240,0,0,1998,0,98075
2.0,4,4,1.0,7,478000.0,1210,480,1690,1620,8208,8496,0,0,1958,0,98008
2.5,4,4,2.0,7,385000.0,1620,0,1620,1590,5280,5280,0,0,1924,1,98146
2.5,4,3,2.0,9,595000.0,2360,0,2360,2750,43017,40334,0,0,1989,0,98077
1.5,3,3,1.0,7,285000.0,1170,310,1480,2230,7117,14775,0,0,1960,0,98028
2.5,4,3,2.0,9,723000.0,2700,0,2700,2260,4004,4459,0,0,2004,0,98029
1.5,3,2,1.0,7,279000.0,1240,540,1780,1860,16000,9775,0,0,1960,0,98198
1.5,3,5,1.0,6,195000.0,1430,0,1430,1150,7560,7560,0,0,1958,0,98058
1.0,2,5,1.0,8,625000.0,1170,990,2160,1150,2192,2152,0,0,1925,0,98119
1.75,3,3,2.0,8,270000.0,1800,0,1800,2100,9314,9658,0,0,1979,0,98011
2.0,2,3,1.0,8,559000.0,1930,0,1930,1640,5520,4533,0,0,2006,0,98053
2.25,4,4,1.0,8,474000.0,1330,630,1960,1540,14834,15000,0,0,1976,0,98072
2.5,4,3,2.0,8,303500.0,1920,0,1920,1860,7345,7364,0,0,1992,0,98038
1.75,3,3,1.0,6,350000.0,1470,0,1470,1470,8645,7680,0,0,1949,0,98155
3.0,5,3,1.0,7,367500.0,1680,1300,2980,1590,10064,7800,0,0,1940,0,98155
3.0,5,3,1.0,7,595000.0,1680,1300,2980,1590,10064,7800,0,0,1940,0,98155
2.0,3,3,1.0,8,589000.0,2360,0,2360,2660,118483,91476,0,0,1981,0,98024
1.75,3,4,1.0,7,585000.0,1790,0,1790,3270,87213,39586,0,0,1974,0,98077
2.25,3,3,1.0,8,482975.0,1370,760,2130,2820,8801,8801,0,0,1976,0,98155
2.5,4,3,2.0,8,365500.0,2030,0,2030,2030,4499,4539,0,0,2003,0,98058
2.0,4,5,1.0,8,570000.0,1790,0,1790,2150,7800,7838,0,0,1972,0,98008
2.5,3,3,2.0,8,335000.0,2260,0,2260,2390,8040,8040,0,0,1990,0,98092
2.0,4,4,1.5,7,767500.0,1450,900,2350,1640,4815,4013,0,0,1914,0,98103
2.5,3,3,2.0,8,386591.0,1150,540,1690,1690,1613,1662,0,0,2014,0,98029
1.0,3,3,1.5,7,279000.0,1320,0,1320,1010,5750,5700,0,0,1913,0,98108
2.5,4,3,2.0,9,620000.0,2690,0,2690,2840,32780,36555,0,0,1998,0,98014
2.25,4,3,1.0,7,407000.0,1710,1100,2810,1860,23400,14900,1,0,1958,0,98198
2.5,3,3,2.0,8,364250.0,2280,0,2280,2380,213879,178160,0,0,1994,0,98038
2.5,4,3,2.0,8,399000.0,2540,330,2870,2590,9292,7533,0,0,1979,0,98058
2.5,3,4,1.5,10,766950.0,3030,0,3030,3360,30007,34983,0,0,1992,0,98077
2.75,4,3,2.0,9,710000.0,2940,0,2940,2410,4232,4000,0,0,2004,0,98029
1.0,3,3,1.0,6,320000.0,1190,0,1190,1360,4120,4635,0,0,1929,0,98118
2.5,3,3,2.0,7,300000.0,1800,0,1800,1800,3253,3081,0,0,2001,0,98108
1.75,3,3,1.0,8,263000.0,1180,400,1580,1620,9187,6397,0,0,1993,0,98038
2.5,3,3,2.0,8,445000.0,1730,0,1730,1730,4408,4408,0,0,1996,0,98029
2.0,3,4,1.0,7,554000.0,1910,0,1910,2040,9001,8700,0,0,1957,0,98008
1.75,2,3,1.0,6,335000.0,940,60,1000,1900,5100,5100,0,0,1906,0,98117
2.75,4,4,1.0,7,307000.0,1260,1260,2520,1930,6964,6949,0,0,1987,0,98031
1.0,3,3,1.0,7,404000.0,970,450,1420,1340,8160,8160,0,0,1947,0,98125
3.5,4,3,2.0,9,775000.0,3080,0,3080,2980,5250,5509,0,0,2003,0,98075
1.0,3,5,1.0,7,220000.0,1060,0,1060,1300,9126,9126,2,0,1956,0,98022
2.5,4,3,2.0,8,518000.0,2160,0,2160,2840,9750,10535,0,0,1983,0,98028
3.5,4,3,2.0,10,1600000.0,4060,0,4060,2410,9486,9486,0,0,2005,0,98033
2.25,1,4,2.0,7,315000.0,1100,840,1940,1580,2550,5100,0,0,1979,0,98133
2.5,4,3,2.0,8,572650.0,2250,0,2250,2110,11349,9964,0,0,1991,0,98034
1.0,2,5,1.0,6,350000.0,850,770,1620,2460,9205,5469,0,0,1921,0,98034
1.0,2,4,1.0,6,285000.0,920,0,920,1640,5850,5476,0,0,1900,0,98108
2.5,3,3,2.0,7,231000.0,1370,0,1370,1720,7247,8085,0,0,1995,0,98032
1.0,3,4,1.0,6,179000.0,920,0,920,920,5200,5200,0,0,1969,0,98042
1.5,3,3,1.0,7,244000.0,1360,0,1360,1890,9625,9625,0,0,1963,0,98030
1.5,3,3,1.0,7,185850.0,1630,0,1630,1700,11662,11662,0,0,1943,1,98188
2.5,6,3,2.0,8,610000.0,3210,400,3610,2210,12033,8577,0,0,1970,0,98011
2.5,4,3,2.0,9,419000.0,3010,0,3010,3010,9155,5762,0,0,2005,0,98038
1.75,3,4,1.0,8,779000.0,1420,900,2320,2540,6400,7680,2,0,1957,0,98199
3.0,5,3,1.0,7,695000.0,1870,1420,3290,1970,14134,11470,0,0,2004,0,98052
2.5,3,3,2.0,8,319900.0,2040,0,2040,1960,7580,7820,2,0,1998,0,98092
2.75,3,4,1.0,8,329000.0,1320,600,1920,2040,7700,8000,0,0,1978,0,98023
2.5,3,3,2.0,8,475226.0,2120,0,2120,2000,4512,4553,0,0,1988,0,98011
2.5,3,3,2.0,9,638000.0,2170,0,2170,2170,5000,5000,0,0,2003,0,98029
1.5,2,3,1.0,7,440000.0,900,430,1330,1610,15873,12043,0,0,1984,0,98074
2.0,3,4,1.0,6,214000.0,800,780,1580,1580,5080,7114,0,0,1942,0,98146
2.75,3,4,2.0,10,600000.0,2210,1370,3580,3990,14217,14674,3,0,1989,0,98023
2.0,4,4,2.0,9,935000.0,1850,730,2580,2590,4500,4100,0,0,1905,0,98102
1.75,4,3,1.5,8,630000.0,1670,260,1930,2730,10210,6600,2,0,1941,0,98125
2.5,3,3,2.0,7,575000.0,2120,0,2120,1690,4780,2650,0,0,2004,0,98053
2.5,3,4,1.5,8,345000.0,1410,580,1990,1660,20466,93393,0,0,1987,0,98010
1.75,4,4,1.0,7,323000.0,1310,0,1310,2280,9690,9618,0,0,1967,0,98011
2.5,3,4,1.0,10,425000.0,2670,0,2670,1960,13218,13130,0,0,1988,0,98042
2.25,2,4,1.0,7,411000.0,1010,900,1910,2050,108900,108900,0,0,1972,0,98038
1.5,4,4,1.0,6,299800.0,1530,0,1530,1520,9000,8500,0,0,1976,0,98014
1.75,6,4,2.5,9,823000.0,2780,140,2920,2020,5000,5000,0,0,1908,0,98122
1.0,3,3,1.0,7,200000.0,1010,0,1010,1110,8108,8108,0,0,1955,0,98155
1.75,4,4,1.0,9,760000.0,1630,820,2450,3150,13300,15500,2,0,1987,0,98006
2.5,4,3,2.0,7,359950.0,1820,0,1820,1820,3899,3899,0,0,1999,0,98019
2.5,4,4,1.0,7,375000.0,1470,620,2090,1700,8325,8025,0,0,1983,0,98056
1.75,2,3,1.0,7,295000.0,1100,1100,2200,2590,89298,89298,0,0,1973,0,98027
3.0,4,3,2.0,8,250000.0,1570,680,2250,1550,7882,7508,0,0,1986,0,98198
2.25,3,3,3.0,8,497000.0,1450,0,1450,1450,1387,1429,0,0,2000,0,98115
2.5,4,4,2.0,8,520000.0,2280,0,2280,2180,8798,8632,0,0,1987,0,98028
3.5,4,3,2.0,8,365000.0,2100,620,2720,2280,6781,5942,0,0,1999,0,98055
2.25,3,3,1.0,8,459900.0,1460,790,2250,1930,8000,9000,0,0,1976,0,98034
2.0,3,3,1.0,7,158000.0,940,150,1090,1840,6090,6090,0,0,1940,0,98118
2.0,3,4,1.0,7,294700.0,1300,670,1970,1710,9600,7703,0,0,1967,0,98003
2.25,4,3,2.0,7,439950.0,2780,0,2780,1650,15075,25542,0,0,1985,0,98059
2.25,4,4,1.0,8,899000.0,1550,740,2290,2790,40946,20076,3,0,1960,0,98008
1.75,3,3,1.0,7,535000.0,1390,940,2330,1850,12141,12141,0,0,1983,0,98072
4.5,4,3,2.0,10,530000.0,4060,0,4060,1830,10800,9768,0,0,2007,0,98188
2.0,4,4,1.0,8,215000.0,1470,0,1470,1640,7000,7000,0,0,1967,0,98032
1.0,2,3,1.0,6,290000.0,920,700,1620,1540,5400,7245,0,0,1926,0,98125
2.75,5,3,2.0,9,798000.0,3220,0,3220,3100,5934,5934,0,0,2006,0,98052
2.5,4,3,2.0,9,785000.0,3270,0,3270,3120,9578,8784,0,0,1993,0,98027
1.75,3,3,1.0,8,433000.0,1730,430,2160,2910,8565,9570,0,0,1971,0,98028
1.0,2,3,1.0,7,425000.0,1010,140,1150,1150,6835,6561,1,0,1922,0,98118
2.5,4,3,1.0,8,654000.0,1540,700,2240,1960,7540,7250,0,0,1962,0,98115
1.5,3,4,2.0,6,215000.0,1280,0,1280,1070,5065,4491,0,0,1983,0,98002
1.0,3,3,1.0,6,232000.0,840,0,840,1010,6540,6600,0,0,1970,1,98042
1.75,3,4,1.0,8,675000.0,1680,0,1680,2250,10500,10400,0,0,1959,0,98005
2.75,5,4,1.0,7,665000.0,1550,780,2330,1750,8000,8419,0,0,1972,0,98052
2.5,4,3,2.0,10,835000.0,3030,0,3030,2780,29163,40669,0,0,1998,0,98053
3.0,6,3,2.0,7,525000.0,2880,0,2880,1470,7560,1815,0,0,1980,0,98144
2.75,3,5,2.0,7,780000.0,2010,900,2910,2400,3094,7530,2,0,1939,0,98125
3.25,4,3,2.0,10,844000.0,3090,0,3090,3200,67518,65775,0,0,1988,0,98053
2.75,4,3,2.0,8,680000.0,2720,0,2720,2580,54048,37721,0,0,1985,0,98072
1.5,3,3,1.0,7,290000.0,1310,0,1310,1330,8100,8100,0,0,1965,0,98034
1.0,2,4,1.0,8,560000.0,1360,430,1790,1790,15783,7494,0,0,1959,0,98117
2.5,3,3,2.0,9,605500.0,2830,0,2830,2710,6536,6954,0,0,1989,0,98072
2.5,4,3,2.0,9,762500.0,3150,0,3150,3150,5979,6595,0,0,2005,0,98052
3.25,5,3,2.0,9,1740000.0,2910,1020,3930,2040,5500,5115,0,0,2014,0,98033
2.75,6,5,1.0,8,665000.0,1420,1420,2840,2250,8346,8346,0,0,1961,0,98118
1.0,5,3,1.5,7,540000.0,1640,840,2480,1940,4400,4400,0,0,1919,0,98122
2.5,3,3,1.0,7,375000.0,1330,600,1930,1940,6180,6180,0,0,1961,0,98155
1.0,3,3,1.0,6,342000.0,720,540,1260,1300,6826,6826,0,0,1944,0,98125
1.0,3,4,1.0,6,340000.0,670,0,670,1880,23522,20270,0,0,1968,0,98024
3.25,5,4,2.0,10,1250000.0,2540,1390,3930,3600,12719,15909,2,0,1974,0,98040
2.5,4,3,2.0,10,693000.0,3160,0,3160,3350,13063,14213,0,0,1999,0,98075
1.75,4,4,1.0,8,638500.0,1770,0,1770,2310,12462,14810,2,0,1962,0,98166
3.0,5,4,2.0,8,805000.0,2240,0,2240,1990,18265,18265,0,0,1963,0,98027
1.0,3,4,1.0,7,250000.0,990,0,990,1420,8062,8790,0,0,1960,0,98198
2.5,3,3,2.0,7,325000.0,1580,0,1580,2070,4698,4698,0,0,1998,0,98038
1.75,4,3,2.0,7,270000.0,1560,0,1560,1250,4290,6000,0,0,1994,0,98108
2.5,6,5,2.0,8,880000.0,1760,880,2640,1960,3680,3680,0,0,1922,0,98126
1.75,2,4,1.0,6,300000.0,1440,680,2120,1590,6350,6350,0,0,1924,0,98103
1.0,2,3,1.0,6,290000.0,1200,0,1200,1100,8750,8408,0,0,1948,0,98155
4.0,4,5,1.0,10,2850000.0,2870,2170,5040,4050,17208,18647,0,0,1976,0,98006
1.0,3,5,1.0,5,259950.0,1260,200,1460,1150,5825,5926,0,0,1942,0,98056
3.25,4,3,2.0,13,1780000.0,4890,0,4890,5790,13402,13539,0,0,2004,0,98059
1.0,3,5,1.0,7,299950.0,1580,0,1580,1180,5250,5940,0,0,1954,0,98056
2.25,3,4,1.0,8,483000.0,1330,770,2100,2100,43560,43560,0,0,1977,0,98077
2.25,3,4,1.0,8,890000.0,2060,0,2060,2030,8640,9000,0,0,1966,0,98033
2.5,3,4,1.5,8,719000.0,1690,0,1690,2140,4500,7200,1,0,1928,0,98116
3.0,4,5,1.0,8,785000.0,1920,1450,3370,2440,100681,43705,0,0,1977,0,98058
2.5,3,3,2.0,9,660000.0,2330,0,2330,2330,3995,3740,0,0,2006,0,98029
1.75,4,4,1.0,7,264000.0,1080,740,1820,1810,8118,8050,0,0,1980,0,98031
1.75,3,4,1.0,8,575000.0,1890,0,1890,2720,11141,11144,0,0,1968,0,98006
3.75,4,3,1.0,10,1215000.0,3820,0,3820,3140,53574,54014,0,0,1994,0,98072
2.5,3,3,2.0,9,475000.0,2770,0,2770,1830,98881,74923,0,0,1991,0,98022
3.5,4,3,2.0,10,845800.0,3020,0,3020,3120,12750,14351,0,0,1990,0,98033
1.75,3,3,1.0,7,352500.0,1170,0,1170,1610,8182,8183,0,0,1962,0,98155
1.0,3,3,1.0,7,347000.0,1270,0,1270,1390,8400,8400,0,0,1955,0,98011
2.75,4,3,2.0,8,560000.0,1950,0,1950,2040,6192,5441,0,0,1992,0,98029
2.75,4,4,1.0,7,323000.0,1330,900,2230,2230,50094,40770,2,0,1977,0,98092
1.75,3,4,1.5,7,595000.0,2220,0,2220,2010,22081,12360,0,0,1922,0,98166
2.0,4,3,1.0,7,257500.0,1170,890,2060,1890,6400,8736,0,0,1977,0,98002
1.0,3,3,1.0,7,450000.0,1100,0,1100,1200,4600,5175,0,0,1917,0,98116
1.0,4,3,1.0,7,410000.0,900,240,1140,1300,7208,7991,0,0,1970,0,98072
1.75,3,4,1.0,9,810000.0,1320,660,1980,2450,13503,10890,2,0,1952,0,98008
3.0,5,3,1.0,7,372500.0,1300,1180,2480,2290,10090,9900,0,0,2004,0,98178
1.0,3,3,1.0,7,325000.0,1050,0,1050,1440,9083,9071,0,0,1951,0,98155
1.0,3,3,1.0,6,280000.0,1260,0,1260,1990,7660,7861,0,0,1947,0,98133
2.0,3,3,1.0,6,258000.0,880,800,1680,2150,19978,11588,0,0,1948,0,98198
1.0,4,4,1.5,7,329950.0,1360,0,1360,1050,5900,5900,0,0,1949,0,98155
2.5,4,4,1.0,9,836000.0,2030,420,2450,2730,12987,13685,0,0,1980,0,98007
2.5,5,3,2.0,8,365000.0,2260,0,2260,2180,7040,6910,0,0,1999,0,98038
1.0,2,4,1.0,5,111300.0,1060,0,1060,940,6000,6000,0,0,1908,0,98002
2.5,4,4,2.0,10,864000.0,3720,0,3720,2830,105850,88256,0,0,1984,0,98053
1.75,3,5,1.0,7,725000.0,1610,0,1610,2010,8613,8670,0,0,1962,0,98033
2.5,4,3,2.0,8,550000.0,2670,680,3350,2730,6605,5962,0,0,1990,0,98011
1.0,2,3,1.0,7,130000.0,790,0,790,1560,7500,7794,0,0,1951,0,98198
1.75,2,3,1.0,7,765000.0,990,670,1660,2070,4000,4000,0,0,1940,0,98112
1.5,3,4,1.0,7,255000.0,1420,0,1420,1720,7480,7700,0,0,1963,0,98058
2.5,3,4,1.0,8,439500.0,1570,480,2050,2700,40003,46769,0,0,1977,0,98027
1.75,3,4,1.0,7,268000.0,1250,0,1250,1640,5546,4791,0,0,1987,0,98055
1.75,3,4,1.0,7,985000.0,1700,0,1700,2100,8534,10443,0,0,1953,0,98004
2.5,4,3,2.0,10,751305.0,2660,0,2660,2920,8469,10697,0,0,1994,0,98006
1.0,3,3,1.5,6,280000.0,1350,0,1350,1380,7553,7470,0,0,1914,0,98118
2.0,4,2,1.0,7,304000.0,1110,700,1810,1810,8750,8750,0,0,1967,0,98058
2.75,4,3,2.0,8,200000.0,1730,480,2210,1750,13235,7542,0,0,1988,0,98003
1.5,3,4,1.0,7,325000.0,1420,700,2120,1780,41325,42000,0,0,1973,0,98092
2.25,3,3,2.0,8,736000.0,1540,930,2470,2850,11603,11250,2,0,1988,0,98052
2.5,4,3,2.0,9,426500.0,2700,0,2700,2900,6515,6710,0,0,1998,0,98058
1.75,2,4,1.0,7,640000.0,880,880,1760,1330,4400,4180,0,0,1930,0,98103
2.0,5,3,1.5,6,230000.0,1930,0,1930,1130,6120,6120,0,0,1941,1,98146
1.0,4,4,1.5,6,366350.0,1680,0,1680,1560,5043,5765,0,0,1911,0,98118
1.0,2,4,1.0,6,365000.0,910,480,1390,1610,8336,7847,0,0,1946,0,98166
2.25,4,3,2.0,8,482000.0,2240,0,2240,2240,8322,6448,0,0,1979,0,98034
1.0,4,3,1.5,7,345000.0,1980,0,1980,1730,7991,7700,0,0,1962,0,98058
1.75,3,5,1.5,8,682000.0,1830,0,1830,2120,5120,5120,2,0,1903,0,98122
1.75,3,4,1.0,6,657500.0,980,0,980,1150,6002,6054,0,0,1942,0,98033
2.5,6,3,2.0,8,895000.0,3550,0,3550,3140,6533,6234,0,0,1925,0,98144
1.5,3,5,1.0,7,425000.0,920,740,1660,1530,5665,5665,0,0,1918,0,98118
2.5,4,3,2.0,8,532500.0,2040,450,2490,2120,8750,10240,0,0,1976,0,98008
2.5,4,3,2.0,9,540000.0,2329,0,2329,2660,9436,10252,0,0,1995,0,98011
2.25,3,3,2.0,8,578000.0,1790,0,1790,2060,9580,9995,0,0,1984,0,98006
3.0,3,3,2.0,8,1086000.0,1840,990,2830,3420,6041,6360,3,0,1915,0,98118
1.0,3,3,1.0,7,322500.0,1160,0,1160,1160,9750,10565,0,0,1968,0,98077
1.0,3,3,1.0,7,140000.0,1000,0,1000,1190,10560,9375,0,0,1955,0,98003
2.5,3,4,1.0,8,485000.0,1820,720,2540,1650,51836,51836,0,0,1976,0,98042
1.5,2,4,1.5,8,575000.0,1440,310,1750,1950,19709,21075,0,0,1978,0,98010
2.5,3,3,2.0,8,421000.0,2890,0,2890,2120,21780,8117,0,0,2000,0,98188
2.0,4,3,1.0,7,355000.0,1200,670,1870,1270,3497,3497,0,0,1954,0,98106
2.25,4,3,2.0,8,515000.0,2200,0,2200,1970,6967,7439,0,0,1986,0,98011
1.0,3,4,1.0,7,309000.0,1300,0,1300,1740,7200,7100,0,0,1952,0,98146
2.25,5,3,2.0,10,815000.0,2530,880,3410,3140,35536,43453,0,0,1974,0,98005
1.0,3,3,1.0,7,285000.0,1160,0,1160,1600,7875,7875,0,0,1953,0,98125
1.75,3,3,1.5,8,700000.0,2100,0,2100,1830,5000,4200,0,0,1916,0,98117
2.5,3,3,2.0,7,289000.0,1490,0,1490,1640,8628,8514,0,0,1994,0,98038
3.0,4,3,1.5,7,458000.0,3280,0,3280,3210,62726,73616,0,0,1979,0,98077
1.75,3,4,1.0,8,230000.0,1450,0,1450,1860,8378,8496,0,0,1978,0,98023
2.5,3,4,1.0,7,432500.0,1420,510,1930,1600,7120,8352,0,0,1961,0,98133
1.75,3,3,1.0,7,288000.0,1040,620,1660,1240,10440,10380,0,0,1978,0,98045
1.75,3,3,1.0,7,354000.0,1260,0,1260,1320,12330,12800,0,0,1968,0,98072
1.0,3,2,1.0,6,119500.0,1170,0,1170,1590,11000,10894,0,0,1980,0,98019
3.0,4,4,1.0,9,805000.0,2020,1330,3350,2870,23781,12036,0,0,1979,0,98006
2.5,3,3,3.0,7,435000.0,1420,0,1420,1420,2581,2509,0,0,2004,0,98133
1.75,3,4,1.0,7,260000.0,1630,540,2170,2049,10018,15263,0,0,1978,0,98001
1.75,4,5,1.0,6,377000.0,900,900,1800,1770,8385,8385,0,0,1950,0,98133
2.5,4,3,2.0,8,602000.0,2000,0,2000,1950,7376,5218,0,0,1990,0,98029
1.75,3,3,1.0,7,530000.0,960,700,1660,1510,4800,4800,0,0,1941,1,98116
2.0,4,4,1.0,7,525000.0,770,770,1540,1090,3740,5080,0,0,1946,0,98117
1.5,2,3,2.0,7,250000.0,890,270,1160,1160,1086,1086,0,0,2006,0,98155
1.0,3,3,1.5,7,681000.0,1700,0,1700,2080,6356,6000,0,0,1907,0,98118
1.75,3,3,1.0,8,625000.0,1580,0,1580,2080,20588,7800,0,0,1970,0,98125
2.5,3,3,2.0,8,448500.0,2080,0,2080,2110,3920,3710,0,0,2010,0,98118
