bathrooms,bedrooms,condition,floors,grade,sqft_above,sqft_basement,sqft_living,sqft_living15,sqft_lot,sqft_lot15,view,waterfront,yr_built,yr_renovated,yr_renovated_bool,zipcode,price,zipcode_price
1.75,4,3,1.0,7,850,850,1700,1620,8640,9000,0,0,1955,0,0,98006,378500.0,9
1.0,2,4,1.5,7,1050,0,1050,1550,9000,9600,0,0,1984,0,0,98003,219000.0,9
1.0,3,4,1.0,6,1175,0,1175,2010,10454,10800,0,0,1949,0,0,98004,775000.0,9
1.75,3,4,1.0,8,2320,0,2320,2400,55847,26112,2,0,1960,0,0,98001,541500.0,9
1.0,4,3,1.0,6,1330,0,1330,2920,9729,10353,0,0,1952,0,0,98004,1050000.0,9
1.75,3,3,1.0,7,1290,850,2140,1960,9484,9630,0,0,1953,0,0,98004,650000.0,9
1.75,4,3,1.0,7,1380,1320,2700,2460,27072,34850,0,0,1958,0,0,98003,314900.0,9
2.75,3,5,1.0,8,1240,720,1960,2040,13252,9866,0,0,1975,0,0,98006,550000.0,9
2.0,3,5,1.0,7,1400,0,1400,1270,8640,9375,0,0,1968,0,0,98003,253400.0,9
3.5,4,3,2.0,10,3280,540,3820,3340,13224,9700,0,0,1990,0,0,98004,1240000.0,9
1.0,3,3,1.0,7,1160,0,1160,2390,10732,13656,0,0,1953,0,0,98004,875000.0,9
3.25,5,3,1.0,10,2260,1630,3890,3450,20005,20176,0,0,1977,0,0,98004,1802750.0,9
1.0,4,4,1.5,6,1730,0,1730,1440,7350,7752,0,0,1970,0,0,98003,267950.0,9
2.0,4,3,1.0,7,1960,0,1960,1960,16015,16015,0,0,1980,0,0,98002,367500.0,9
2.25,5,4,2.0,9,3120,0,3120,3740,16672,17853,0,0,1969,0,0,98004,1940000.0,9
3.0,6,3,2.0,8,2470,0,2470,2470,9267,9151,0,0,1982,0,0,98007,609000.0,9
1.0,4,4,1.0,6,1600,0,1600,1410,10183,10416,0,0,1966,0,0,98002,154950.0,9
2.5,4,3,2.0,8,2800,0,2800,1970,9538,7750,0,0,1993,0,0,98003,350000.0,9
2.25,3,5,2.0,10,2760,0,2760,3030,40946,42253,0,0,1978,0,0,98005,1185000.0,9
2.5,5,3,2.0,8,2406,0,2406,1767,7093,7093,0,0,2006,0,0,98001,270500.0,9
2.5,3,3,2.0,8,1840,0,1840,1940,8234,7601,0,0,1994,0,0,98003,297000.0,9
2.5,4,3,2.0,8,1954,0,1954,1934,5075,5000,0,0,2007,0,0,98001,235245.0,9
2.25,4,4,2.0,7,2050,0,2050,1620,12581,7400,0,0,1978,0,0,98002,305000.0,9
2.5,3,3,2.0,9,1940,1180,3120,3240,12406,13141,2,0,1983,0,0,98006,850000.0,9
1.75,3,4,1.0,8,2160,1000,3160,1990,76230,45789,0,0,1978,0,0,98001,625000.0,9
4.0,4,3,2.5,10,3940,420,4360,2670,8175,8525,4,1,2007,0,0,98008,2300000.0,9
2.25,5,4,1.0,7,1080,990,2070,1740,10488,9225,0,0,1958,0,0,98008,400000.0,9
1.75,4,5,1.0,6,1900,0,1900,1530,10588,10587,0,0,1958,0,0,98002,265000.0,9
2.5,4,3,1.0,9,2380,650,3030,1940,10189,10189,0,0,2003,0,0,98004,1470000.0,9
1.0,3,4,1.0,6,1120,0,1120,1240,10665,10639,0,0,1961,0,0,98001,225000.0,9
2.25,3,3,1.0,8,1340,1000,2340,2340,14279,13600,0,0,1965,0,0,98006,438000.0,9
1.75,4,5,1.0,6,1250,0,1250,990,7400,7600,0,0,1959,0,0,98008,445000.0,9
1.75,3,3,1.0,8,1570,1200,2770,2340,15232,11400,0,0,1976,0,0,98006,750000.0,9
1.75,3,3,1.0,7,1480,0,1480,2660,9603,10766,0,0,1952,0,0,98004,641000.0,9
1.0,2,5,1.0,5,760,240,1000,990,5026,5026,0,0,1915,0,0,98002,159995.0,9
1.0,3,3,1.0,7,980,0,980,1780,9135,9135,0,0,1955,0,0,98001,185000.0,9
2.25,7,5,2.0,8,3260,0,3260,2340,8145,8145,0,0,1967,0,0,98008,770000.0,9
3.25,4,3,1.0,11,2690,1600,4290,3860,12103,11244,3,0,1997,0,0,98006,1384000.0,9
2.25,4,3,1.0,7,1540,840,2380,2230,16236,8925,0,0,1961,0,0,98008,699900.0,9
1.5,4,3,1.0,7,1770,0,1770,1600,6650,7000,0,0,1958,0,0,98008,375000.0,9
3.0,4,4,1.0,7,1250,1000,2250,1960,7245,7245,0,0,1963,0,0,98005,735000.0,9
2.75,5,4,1.0,8,1370,1370,2740,2020,8426,8783,0,0,1960,0,0,98006,541125.0,9
1.75,4,4,1.0,8,1410,730,2140,2080,8000,8000,0,0,1965,0,0,98007,594000.0,9
3.5,3,3,2.0,7,1990,450,2440,2440,3427,2601,0,0,2000,0,0,98005,710000.0,9
3.0,4,4,1.0,9,2020,1330,3350,2870,23781,12036,0,0,1979,0,0,98006,805000.0,9
2.5,4,4,1.0,7,1940,830,2770,2140,7000,7684,0,0,1979,0,0,98001,355000.0,9
3.25,4,3,2.0,9,4250,0,4250,2830,8570,12821,0,0,2004,0,0,98004,2300000.0,9
1.75,3,4,2.0,7,2030,0,2030,2350,9032,8937,2,0,1963,0,0,98008,660000.0,9
3.0,4,3,2.0,9,3570,1950,5520,3770,8313,8278,3,0,2008,0,0,98006,1270000.0,9
3.5,4,3,2.0,11,4200,340,4540,3990,19767,12881,0,0,1998,0,0,98006,1150000.0,9
1.0,1,3,1.0,7,1120,0,1120,1280,17332,17334,0,0,1988,0,0,98001,166000.0,9
2.5,4,3,1.0,10,3220,0,3220,4200,20251,22114,0,0,1969,0,0,98006,2375000.0,9
1.75,3,5,1.0,8,1610,0,1610,2270,10229,8800,0,0,1961,0,0,98006,648000.0,9
1.5,4,3,1.0,7,1620,0,1620,1890,7875,8400,0,0,1956,0,0,98008,425000.0,9
4.0,5,3,2.0,11,4700,0,4700,4730,22326,27110,0,0,2002,0,0,98006,1400000.0,9
1.0,3,3,1.0,7,1060,0,1060,1620,9123,9121,0,0,1952,0,0,98004,641200.0,9
1.75,4,3,1.0,7,1320,910,2230,1580,6838,7500,0,0,1985,0,0,98008,560000.0,9
2.25,5,4,1.0,8,1430,750,2180,2160,6000,8800,0,0,1966,0,0,98007,635000.0,9
1.0,3,3,1.0,7,1300,0,1300,1420,9620,9620,0,0,1971,0,0,98003,219950.0,9
3.25,5,5,1.0,9,2490,2070,4560,3390,19080,20140,0,0,1963,0,0,98004,1675000.0,9
2.5,4,3,2.0,8,2052,0,2052,2052,3723,5250,0,0,2014,0,0,98003,349900.0,9
2.5,4,3,2.0,9,3030,0,3030,2940,13068,11999,0,0,1978,0,0,98005,680000.0,9
3.25,5,3,2.0,12,4320,0,4320,4410,32840,33210,0,0,1990,0,0,98006,1600000.0,9
1.5,3,3,1.0,7,1370,0,1370,1580,8671,8671,0,0,1955,0,0,98004,815000.0,9
1.0,3,4,1.0,7,1010,0,1010,1550,8800,7700,0,0,1968,0,0,98002,205000.0,9
1.5,3,4,1.0,7,1830,0,1830,1310,8000,7500,0,0,1957,0,0,98008,562000.0,9
2.5,3,3,2.0,9,2100,0,2100,1780,4097,4764,0,0,2008,0,0,98004,999999.0,9
4.25,5,3,2.0,7,3920,0,3920,1400,11412,9750,0,0,1955,2005,1,98006,650500.0,9
2.5,4,3,2.0,11,3770,0,3770,3710,10893,9685,2,0,1997,0,0,98006,1038000.0,9
1.75,5,3,1.0,7,1200,920,2120,1930,8625,8625,0,0,1959,0,0,98008,534000.0,9
2.25,3,5,1.0,8,1630,600,2230,2190,11835,10384,0,0,1974,0,0,98006,652450.0,9
2.75,4,3,2.0,7,2475,0,2475,2475,4000,4000,0,0,2014,0,0,98002,335900.0,9
1.75,4,3,2.0,7,1420,0,1420,1420,10300,10300,0,0,1950,2001,1,98002,225000.0,9
1.0,3,4,1.0,6,1010,0,1010,1370,7520,8469,0,0,1975,0,0,98001,183500.0,9
3.0,5,4,1.0,7,1730,1020,2750,2520,10000,10000,0,0,1957,0,0,98008,795000.0,9
4.25,4,3,2.0,10,4285,0,4285,1570,9345,8994,0,0,2013,0,0,98004,1890000.0,9
2.25,4,4,2.0,8,2130,0,2130,2550,8734,8800,2,0,1961,0,0,98006,802000.0,9
1.0,4,3,1.0,7,1160,910,2070,1730,7519,7519,0,0,1963,0,0,98008,501000.0,9
1.0,3,4,1.0,7,1710,0,1710,1310,12000,9600,0,0,1972,0,0,98001,255000.0,9
2.5,3,3,2.0,8,2495,0,2495,2434,4400,4400,0,0,2007,0,0,98001,267000.0,9
3.0,6,4,1.0,8,1340,1260,2600,2090,9350,9102,0,0,1963,0,0,98008,600000.0,9
2.5,3,3,1.0,9,2310,1290,3600,2830,21399,17559,3,0,1950,2007,1,98008,1355000.0,9
2.0,2,3,2.0,7,1390,0,1390,1390,1302,1302,0,0,1986,0,0,98003,186950.0,9
1.75,4,4,1.0,8,1850,140,1990,2090,12950,12850,0,0,1968,0,0,98006,524400.0,9
2.25,7,4,2.0,7,2620,0,2620,2070,6890,7910,0,0,1961,0,0,98007,539000.0,9
2.5,4,4,1.0,9,2550,400,2950,3260,43560,41016,2,0,1951,0,0,98004,1865000.0,9
1.5,4,4,2.0,7,1580,0,1580,1580,8468,8260,0,0,1971,0,0,98001,265000.0,9
2.75,4,3,1.0,8,1930,730,2660,2410,9547,10001,1,0,1968,2006,1,98004,1444000.0,9
1.75,3,4,1.0,8,1670,0,1670,2410,9900,8800,0,0,1957,0,0,98005,620000.0,9
3.5,4,3,2.0,12,3930,0,3930,4250,39098,38682,0,0,1999,0,0,98005,1799000.0,9
2.0,3,3,1.0,8,1430,870,2300,2140,13418,9380,0,0,1955,0,0,98004,610000.0,9
3.75,4,3,1.0,9,1870,1610,3480,4780,14850,18480,4,0,1951,2013,1,98004,2500000.0,9
1.0,2,4,1.5,6,1960,0,1960,1650,186872,19200,0,0,1936,0,0,98001,305000.0,9
2.25,3,4,1.0,7,1130,550,1680,1960,9090,9090,0,0,1959,0,0,98008,480000.0,9
2.5,4,4,1.0,8,1770,850,2620,2360,11200,11200,0,0,1962,0,0,98004,1030000.0,9
2.25,4,3,1.0,8,1650,0,1650,2180,7200,7950,0,0,1967,0,0,98008,550000.0,9
2.5,4,3,1.0,8,1420,620,2040,2540,8400,8925,0,0,1963,0,0,98006,500000.0,9
1.5,3,4,1.0,7,1210,0,1210,1370,7247,7869,0,0,1967,0,0,98003,208000.0,9
2.25,3,4,1.0,7,1560,0,1560,1510,9706,9706,0,0,1963,0,0,98002,288000.0,9
1.75,5,4,1.0,7,1420,1270,2690,2600,21357,17539,0,0,1952,0,0,98004,730000.0,9
2.5,4,4,1.5,10,3030,0,3030,2980,12590,11635,0,0,1988,0,0,98004,1050000.0,9
1.0,2,3,1.0,7,770,0,770,1480,17334,17334,0,0,1978,0,0,98001,100000.0,9
3.0,5,3,1.0,9,2250,1700,3950,1890,9520,9520,0,0,1953,2002,1,98004,1270000.0,9
1.75,4,4,1.0,7,1000,920,1920,1910,9350,8400,0,0,1977,0,0,98002,235000.0,9
3.25,4,3,2.0,10,3420,1280,4700,3640,38412,35571,0,0,1978,0,0,98005,900000.0,9
2.5,4,3,1.0,8,1510,1210,2720,2510,13500,12350,0,0,1969,0,0,98007,549950.0,9
2.0,4,5,1.5,9,2230,0,2230,2510,9900,11041,0,0,1959,0,0,98005,809950.0,9
1.75,4,4,1.0,7,1180,720,1900,2060,10454,11325,0,0,1954,0,0,98004,650000.0,9
1.75,3,4,1.0,8,1890,0,1890,2720,11141,11144,0,0,1968,0,0,98006,575000.0,9
4.5,5,3,2.0,12,5160,0,5160,4760,44315,44315,0,0,1996,0,0,98005,1900000.0,9
1.5,4,4,1.5,7,1890,120,2010,1420,7561,6564,0,0,1921,0,0,98002,245000.0,9
1.5,3,3,1.0,8,1810,0,1810,2260,8232,8491,0,0,1988,0,0,98001,300000.0,9
1.0,4,2,1.0,7,890,330,1220,1290,8075,7800,0,0,1969,0,0,98001,240000.0,9
1.5,3,3,1.0,7,1240,0,1240,1640,12400,9600,0,0,1958,0,0,98007,415500.0,9
3.0,3,4,2.0,8,2990,0,2990,2230,9773,11553,0,0,1973,0,0,98005,849950.0,9
1.5,3,4,1.0,8,1780,0,1780,2460,12231,12663,0,0,1956,0,0,98003,285000.0,9
2.5,3,3,2.0,8,1970,0,1970,1970,8426,9197,0,0,1992,0,0,98003,280000.0,9
1.75,4,5,1.0,8,2400,0,2400,1680,10050,10050,0,0,1957,0,0,98008,635000.0,9
1.5,3,3,1.0,7,1050,530,1580,2240,14040,12000,0,0,1980,0,0,98001,264500.0,9
1.75,4,4,1.0,7,1390,610,2000,1520,10890,9250,0,0,1961,0,0,98003,335000.0,9
1.75,3,4,1.0,7,1230,0,1230,1690,13056,15750,0,0,1962,0,0,98001,175000.0,9
2.75,3,4,1.0,9,2040,1240,3280,3150,10558,9998,2,0,1979,0,0,98006,925000.0,9
3.0,6,3,1.0,8,1430,1430,2860,1920,17853,13452,0,0,1962,2015,1,98006,815000.0,9
2.5,5,3,1.0,8,1720,990,2710,3180,14989,16624,0,0,1959,0,0,98004,1191000.0,9
2.5,4,5,1.0,8,2100,890,2990,2270,8640,8800,0,0,1959,0,0,98005,1110000.0,9
2.5,3,4,2.0,10,2910,0,2910,2420,10044,12287,0,0,1989,0,0,98004,1398000.0,9
1.75,5,5,1.0,9,1440,1430,2870,2940,9680,9729,4,0,1966,0,0,98008,1160000.0,9
2.25,4,4,1.0,8,1260,630,1890,1890,7616,7420,0,0,1979,0,0,98003,291000.0,9
2.0,4,2,1.0,6,1730,450,2180,2180,10575,12010,0,0,1950,0,0,98005,480000.0,9
1.75,4,4,1.0,7,1250,820,2070,1650,9120,8400,0,0,1958,0,0,98008,430000.0,9
1.5,3,3,1.0,7,1260,0,1260,1800,10350,10350,0,0,1959,0,0,98008,465750.0,9
1.0,3,4,1.0,7,920,0,920,1170,14400,9600,0,0,1977,0,0,98001,212500.0,9
2.5,4,5,1.0,7,1088,506,1594,1536,7665,6000,0,0,1975,0,0,98002,269000.0,9
2.25,4,3,2.0,9,2290,0,2290,2290,10687,10300,0,0,1978,0,0,98004,949880.0,9
2.25,4,4,1.0,8,2010,0,2010,1930,15375,15375,0,0,1957,0,0,98005,660000.0,9
1.5,3,3,1.0,7,1120,0,1120,1470,7000,7950,0,0,1955,0,0,98007,395300.0,9
1.5,3,3,2.0,6,1280,0,1280,1070,4452,4366,0,0,1985,0,0,98002,187000.0,9
3.25,4,4,1.0,10,2630,1230,3860,4590,17820,23760,4,0,1975,0,0,98004,2135000.0,9
1.75,4,4,1.0,7,1290,600,1890,1510,9623,9711,0,0,1969,0,0,98001,314950.0,9
1.0,4,3,1.5,7,2500,0,2500,2880,35802,40510,0,0,1955,0,0,98005,850000.0,9
1.75,4,4,1.5,9,2620,0,2620,2230,11041,11041,0,0,1962,0,0,98005,720000.0,9
2.25,3,4,2.0,8,2120,0,2120,2620,9297,10352,0,0,1981,0,0,98006,720000.0,9
2.5,4,5,1.0,8,1920,1780,3700,2020,12500,8350,0,0,1973,0,0,98006,590000.0,9
4.25,4,3,2.0,8,2360,890,3250,1800,11780,9000,0,0,1944,2001,1,98004,980000.0,9
1.75,2,3,2.5,11,4350,2490,6840,3120,10000,12300,4,1,2001,0,0,98008,3278000.0,9
1.0,3,4,1.0,6,940,0,940,1250,7590,7590,0,0,1959,0,0,98008,435000.0,9
1.0,4,4,1.0,7,1220,0,1220,1270,11730,9520,0,0,1960,0,0,98001,199000.0,9
1.75,4,4,1.0,8,1820,1800,3620,2410,10400,10400,0,0,1965,0,0,98005,768500.0,9
3.5,4,3,2.0,10,3610,760,4370,2960,8510,10347,1,0,2003,0,0,98004,1965220.0,9
3.75,4,3,1.0,11,4180,910,5090,3030,14823,12752,0,0,2013,0,0,98004,3000000.0,9
2.5,4,3,2.0,8,2400,0,2400,2150,7270,6584,0,0,1993,0,0,98003,333000.0,9
2.75,5,3,1.0,8,1660,860,2520,3000,18625,16624,0,0,1959,0,0,98004,1050000.0,9
2.5,4,4,1.0,7,1230,900,2130,2130,7300,7560,0,0,1963,0,0,98005,732600.0,9
1.75,4,3,1.0,7,1260,280,1540,1540,7200,8416,0,0,1966,0,0,98003,221000.0,9
3.0,3,3,2.0,10,3850,0,3850,2970,38830,14050,1,0,2000,0,0,98006,820000.0,9
1.75,4,3,1.0,7,1390,1090,2480,2440,9195,9195,0,0,1950,0,0,98004,780000.0,9
2.0,3,3,1.0,7,1450,0,1450,1520,11204,9518,0,0,2003,0,0,98001,230000.0,9
2.25,3,3,2.0,7,2100,0,2100,1410,8163,7515,0,0,1984,0,0,98001,299900.0,9
1.0,3,4,1.0,7,1480,0,1480,1430,10094,10083,0,0,1956,0,0,98007,479000.0,9
2.25,3,3,2.0,8,2510,0,2510,1870,12013,8017,0,0,1988,0,0,98003,358000.0,9
2.0,4,4,1.0,7,1210,480,1690,1620,8208,8496,0,0,1958,0,0,98008,478000.0,9
3.0,4,3,1.0,9,2020,2020,4040,2990,20001,20098,0,0,1972,2001,1,98004,1388000.0,9
2.0,3,4,2.0,9,1810,0,1810,1760,2738,2754,0,0,1979,0,0,98008,515000.0,9
1.0,3,4,1.0,7,1090,0,1090,1380,10114,7800,0,0,1955,0,0,98002,140000.0,9
2.0,4,3,1.0,7,1190,420,1610,1560,8000,7896,0,0,1966,0,0,98008,526000.0,9
2.0,4,4,1.0,7,1440,0,1440,1190,10800,7380,0,0,1967,0,0,98001,230000.0,9
2.25,3,3,2.0,8,1790,0,1790,2060,9580,9995,0,0,1984,0,0,98006,578000.0,9
1.5,3,5,1.0,7,1890,0,1890,1510,7650,7560,0,0,1966,0,0,98003,325000.0,9
2.75,3,5,1.0,8,1400,630,2030,1780,7700,8160,0,0,1965,0,0,98008,643000.0,9
2.5,4,3,2.0,8,2610,0,2610,2583,4781,4796,0,0,2009,0,0,98001,335000.0,9
3.25,4,3,1.0,11,2240,1540,3780,3120,10099,10669,1,0,2006,0,0,98006,1175000.0,9
1.0,3,4,1.0,5,970,0,970,1050,9360,11348,0,0,1942,0,0,98002,206000.0,9
2.0,3,3,1.0,7,1300,0,1300,1520,14350,10670,0,0,1955,2013,1,98006,502000.0,9
1.75,3,4,1.0,7,1900,0,1900,2030,11165,11165,0,0,1959,0,0,98008,557500.0,9
2.0,4,4,1.0,7,1140,770,1910,1540,7826,7826,0,0,1973,0,0,98003,253000.0,9
2.0,3,4,1.0,7,1670,0,1670,1330,7056,8415,0,0,1958,0,0,98002,180000.0,9
4.0,5,3,2.0,11,4410,1430,5840,3120,11652,13639,1,0,1988,0,0,98004,2200000.0,9
2.5,5,3,1.0,8,1500,1500,3000,2690,10560,11616,0,0,1966,0,0,98004,800000.0,9
2.25,3,3,1.0,7,1250,580,1830,2240,11331,16433,0,0,1965,0,0,98001,230000.0,9
2.5,5,3,2.0,7,3597,0,3597,3193,4972,6000,0,0,2006,0,0,98001,330000.0,9
2.75,4,5,1.0,7,2290,0,2290,2540,21486,15936,2,0,1963,0,0,98006,625000.0,9
3.25,6,4,1.5,8,2760,800,3560,3210,107362,35001,0,0,1963,0,0,98005,1098000.0,9
3.5,4,3,2.0,11,4280,0,4280,2360,9583,10031,0,0,2005,0,0,98004,1600000.0,9
2.5,3,4,2.0,9,2120,0,2120,2290,9307,11524,0,0,1984,0,0,98006,719000.0,9
1.0,2,4,1.0,6,920,0,920,1210,5889,6180,0,0,1950,0,0,98002,156000.0,9
1.0,3,4,1.0,5,940,0,940,1370,10890,10255,0,0,1909,0,0,98001,185900.0,9
1.75,3,5,1.5,9,2050,0,2050,2530,11041,11041,0,0,1959,0,0,98005,745000.0,9
2.5,3,4,1.0,8,1530,890,2420,1670,36862,9046,0,0,1957,0,0,98003,475000.0,9
4.0,6,3,2.0,11,3950,1380,5330,4590,18116,16900,0,0,2000,0,0,98006,1125000.0,9
1.5,3,4,1.0,7,1600,0,1600,2880,10548,13609,0,0,1962,0,0,98001,220000.0,9
2.5,4,3,2.0,7,2120,0,2120,2230,6497,6300,0,0,2003,0,0,98019,414000.0,2
3.5,4,3,2.0,9,3770,0,3770,3380,47480,42689,0,0,2003,0,0,98010,665000.0,2
2.5,3,3,2.0,7,1640,0,1640,1560,10424,10101,0,0,1988,0,0,98019,350000.0,2
2.75,4,4,1.0,8,1400,1090,2490,2060,9714,15300,0,0,1983,0,0,98011,608000.0,2
2.5,4,3,2.0,8,2750,0,2750,2500,15099,14564,0,0,1994,0,0,98019,535000.0,2
2.5,4,3,2.0,7,2230,0,2230,2490,5743,6300,0,0,2002,0,0,98019,415000.0,2
2.5,3,3,2.0,9,2870,0,2870,2870,7288,5998,0,0,2012,0,0,98011,650000.0,2
1.75,3,3,1.5,7,1790,0,1790,1440,66250,59346,0,0,2003,0,0,98014,320000.0,2
3.0,5,3,2.0,8,3110,0,3110,2450,4464,4221,0,0,2007,0,0,98011,588000.0,2
2.25,4,3,2.0,7,2030,0,2030,2190,12000,9900,0,0,1977,0,0,98011,420000.0,2
2.5,3,3,2.0,8,2260,0,2260,2260,5100,5100,0,0,2007,0,0,98019,435000.0,2
1.75,4,3,1.5,7,1340,360,1700,1680,20283,21369,0,0,1965,0,0,98019,400000.0,2
2.5,5,3,2.0,8,2450,0,2450,2450,5047,4478,0,0,2007,0,0,98011,555000.0,2
1.5,2,3,2.0,7,1440,0,1440,1440,22081,19544,0,0,1990,0,0,98019,265000.0,2
2.5,4,3,2.0,9,2990,0,2990,2810,7928,7401,0,0,2011,0,0,98010,440000.0,2
1.0,5,4,1.5,7,1670,500,2170,3170,65340,12884,0,0,1930,0,0,98011,435000.0,2
2.25,3,3,2.0,7,1840,0,1840,1490,9781,10101,0,0,1989,0,0,98019,334000.0,2
1.0,3,5,1.0,5,1050,0,1050,970,5233,7500,0,0,1906,0,0,98010,206000.0,2
2.5,3,3,1.0,7,2010,0,2010,2040,57934,55527,0,0,1978,0,0,98014,495500.0,2
2.0,2,3,1.0,7,1380,0,1380,1810,5840,5035,0,0,1988,0,0,98011,335000.0,2
2.25,3,3,1.0,9,2550,0,2550,3050,8588,8588,4,0,1989,0,0,98011,490000.0,2
1.5,4,4,2.0,7,2310,0,2310,2020,68824,39900,0,0,1968,0,0,98010,407450.0,2
2.5,3,3,2.0,9,2430,0,2430,2720,12997,12500,0,0,1992,0,0,98011,650000.0,2
0.75,1,3,1.0,4,470,0,470,1730,15000,22500,0,0,1947,0,0,98014,156000.0,2
2.75,4,3,2.0,8,2530,0,2530,2530,14178,14055,0,0,1997,0,0,98019,469950.0,2
2.5,2,3,2.0,10,2510,0,2510,3080,14878,13594,0,0,1990,0,0,98011,600000.0,2
2.75,4,3,2.0,7,2070,1400,3470,2370,212639,233917,0,0,1993,0,0,98019,598600.0,2
1.5,3,4,1.0,6,1460,0,1460,1460,13503,13394,0,0,1977,0,0,98010,240000.0,2
2.5,4,3,2.0,9,2830,0,2830,2970,10677,9619,0,0,1993,0,0,98011,627250.0,2
2.5,4,3,2.0,8,2750,0,2750,2750,7200,7200,0,0,2011,0,0,98019,430000.0,2
5.5,4,3,2.0,11,6530,0,6530,1280,871200,858132,2,0,2008,0,0,98014,1600000.0,2
3.5,4,3,2.0,9,3420,0,3420,3420,33106,36590,0,0,2004,0,0,98010,655000.0,2
2.0,3,3,1.0,7,1500,0,1500,1580,11233,14013,0,0,1987,0,0,98019,330000.0,2
2.5,4,3,2.0,8,2480,0,2480,2270,5100,5115,0,0,2007,0,0,98019,480000.0,2
1.0,2,4,1.0,6,1220,0,1220,1350,7250,20250,0,0,1914,0,0,98010,135000.0,2
3.0,3,3,2.0,11,3910,0,3910,1860,19023,15001,0,0,1985,0,0,98014,805000.0,2
2.5,4,3,2.0,7,2520,0,2520,2130,8515,6930,0,0,1999,0,0,98019,450000.0,2
2.25,4,3,2.0,8,2240,0,2240,2340,8300,8500,0,0,1978,0,0,98011,439000.0,2
2.5,4,3,2.0,9,2800,0,2800,2750,246114,60351,0,0,1999,0,0,98014,739000.0,2
2.75,4,4,1.0,8,2950,0,2950,1720,49658,54672,0,0,1960,1998,1,98010,424900.0,2
1.5,4,4,1.0,6,1530,0,1530,1520,9000,8500,0,0,1976,0,0,98014,299800.0,2
3.75,5,3,2.0,9,3570,0,3570,3160,14648,7882,0,0,2005,0,0,98019,624000.0,2
2.25,3,3,2.0,7,1870,880,2750,2430,219542,219542,0,0,1981,0,0,98014,510000.0,2
2.5,4,3,2.0,8,2830,0,2830,2350,13760,14029,0,0,1993,0,0,98019,518000.0,2
3.0,4,3,2.0,10,3350,0,3350,3350,199253,183897,0,0,2004,0,0,98010,740000.0,2
3.0,5,3,1.0,8,1790,1320,3110,3050,12429,11902,0,0,1977,0,0,98011,436500.0,2
2.5,3,3,2.0,8,1960,0,1960,2520,9535,9206,0,0,1989,0,0,98011,575000.0,2
2.25,3,3,2.0,7,1800,0,1800,1760,4500,6589,0,0,1995,0,0,98019,382000.0,2
2.5,4,3,2.0,8,2670,680,3350,2730,6605,5962,0,0,1990,0,0,98011,550000.0,2
2.75,3,3,1.0,8,1340,500,1840,2060,68479,61903,2,0,1989,0,0,98014,406500.0,2
1.75,3,3,1.5,9,2720,0,2720,2560,149410,149410,0,0,1988,0,0,98014,535000.0,2
2.0,3,3,1.0,8,1570,0,1570,1640,14992,15000,0,0,2001,0,0,98014,340000.0,2
2.5,3,3,2.0,9,2620,0,2620,2560,11056,8688,0,0,1988,0,0,98011,557500.0,2
1.75,3,3,1.0,7,1610,0,1610,1930,38707,45151,0,0,1990,0,0,98010,319502.0,2
1.75,4,3,1.0,7,1010,640,1650,1840,7276,8550,0,0,1977,0,0,98011,470000.0,2
2.5,3,3,2.0,9,2570,0,2570,2490,9487,9898,3,0,1989,0,0,98011,605000.0,2
2.75,4,3,2.0,8,2280,0,2280,2130,5013,5121,0,0,2009,0,0,98019,395000.0,2
2.5,4,3,1.0,7,1440,1090,2530,1960,7563,7811,0,0,1978,0,0,98011,400000.0,2
2.25,4,3,2.0,8,1930,0,1930,2170,6508,6548,0,0,1996,0,0,98019,360000.0,2
1.5,3,3,2.0,7,1620,0,1620,1600,21929,21679,0,0,1990,0,0,98019,387000.0,2
2.5,4,3,2.0,9,3420,0,3420,3340,222156,222156,0,0,2002,0,0,98010,650000.0,2
0.75,1,3,1.0,6,850,0,850,900,5600,12250,2,0,1903,1994,1,98019,170000.0,2
1.75,4,4,1.0,7,1330,920,2250,2250,8580,10032,0,0,1958,0,0,98011,468000.0,2
2.25,3,3,2.0,7,1530,0,1530,2110,4580,4094,0,0,2011,0,0,98019,335000.0,2
2.5,4,3,2.0,9,2850,0,2850,2820,6809,7500,0,0,2003,0,0,98019,550000.0,2
2.5,4,2,2.0,7,2120,0,2120,2000,215186,215186,0,0,1983,0,0,98014,396400.0,2
3.5,5,3,2.0,7,2380,1150,3530,2110,218472,211404,0,0,1999,0,0,98019,487500.0,2
2.25,3,3,2.0,7,2140,0,2140,2000,11266,14174,0,0,1986,0,0,98019,400000.0,2
2.5,4,3,2.0,7,2310,0,2310,1780,8030,8041,0,0,1978,0,0,98019,364950.0,2
2.5,3,3,2.0,9,2270,0,2270,2580,9600,9617,0,0,1990,0,0,98011,575000.0,2
2.0,3,5,1.5,6,1540,0,1540,1730,8885,5000,0,0,1939,0,0,98019,375000.0,2
3.25,3,4,2.0,8,3410,0,3410,1660,25741,25865,0,0,1993,0,0,98014,720000.0,2
2.25,3,3,2.0,7,1760,0,1760,1810,9621,6589,0,0,1995,0,0,98019,350000.0,2
2.5,3,3,1.0,9,1870,970,2840,2710,48716,43676,3,0,1994,0,0,98014,500000.0,2
2.25,4,3,2.0,7,2680,0,2680,2460,5439,4473,0,0,2000,0,0,98011,501000.0,2
